Location,Vacancy Name,Experience Required,Average Salary,Industry,Schedule
Мценск,Специалист контактного центра (удалённая работа),Нет опыта,40000.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Орел,Разнорабочий,Нет опыта,157500.0,Разнорабочий,Полный день
Орел,Секретарь-делопроизводитель,От 1 года до 3 лет,40000.0,"Секретарь, помощник руководителя, ассистент",Полный день
Орел,Водитель-экспедитор,Нет опыта,135000.0,Водитель,Полный день
Орел,Менеджер по продажам,От 3 до 6 лет,100000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Менеджер по работе с клиентами,От 1 года до 3 лет,70000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Ведущий специалист отдела контроля и учета Меркурий,От 1 года до 3 лет,57500.0,Другое,Удаленная работа
Орел,Специалист по документообороту (бухгалтер на первичную документацию),Нет опыта,30000.0,"Делопроизводитель, архивариус",Полный день
Мценск,Рабочий на производство,Нет опыта,204000.0,Разнорабочий,Вахтовый метод
Орел,Менеджер по работе с поставщиками,Нет опыта,75000.0,Менеджер по закупкам,Полный день
Орел,Бухгалтер в единственном числе,От 1 года до 3 лет,,Бухгалтер,Полный день
Орел,Административный помощник,От 1 года до 3 лет,,"Секретарь, помощник руководителя, ассистент",Полный день
Орел,Специалист по кадрам,От 1 года до 3 лет,40000.0,Офис-менеджер,Полный день
Орел,Управляющий группой салонов,От 3 до 6 лет,,"Директор магазина, директор сети магазинов",Полный день
Орел,Специалист отдела кредитования,От 1 года до 3 лет,,Кредитный специалист,Полный день
Орел,Сборщик светофоров,От 1 года до 3 лет,40000.0,Другое,Полный день
Орел,Специалист по кадрам,От 1 года до 3 лет,50000.0,Специалист по кадрам,Полный день
Орел,SMM-менеджер,От 1 года до 3 лет,10000.0,"SMM-менеджер, контент-менеджер",Удаленная работа
Орел,Региональный представитель (Орел),От 1 года до 3 лет,,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Младший инспектор ФКУ СИЗО-1 УФСИН России по Орловской области,Нет опыта,36500.0,Специалист службы безопасности,Полный день
Орел,Рабочий на производство бытовой техники,Нет опыта,77000.0,Разнорабочий,Вахтовый метод
Орел,Главный бухгалтер (дочерняя компания),От 1 года до 3 лет,,Бухгалтер,Полный день
Долгое,Заместитель генерального директора по элеваторам,От 3 до 6 лет,100000.0,Главный инженер проекта,Полный день
Орел,Менеджер по продажам,От 1 года до 3 лет,160000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,HR менеджер,От 1 года до 3 лет,55000.0,Менеджер по персоналу,Полный день
Орел,Администратор салона красоты,От 1 года до 3 лет,35000.0,"Секретарь, помощник руководителя, ассистент",Сменный график
Орел,Руководитель проекта,От 1 года до 3 лет,50000.0,Руководитель проектов,Полный день
Орел,Заведующий складом,От 3 до 6 лет,50000.0,Начальник склада,Полный день
Орел,Территориальный эксперт по продажам,От 1 года до 3 лет,100000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Главный бухгалтер / Бухгалтер в единственном числе,От 3 до 6 лет,70000.0,Бухгалтер,Полный день
Орел,Водитель автомобиля легкового,От 1 года до 3 лет,110000.0,Водитель,Вахтовый метод
Орел,Администратор в школу английского языка,Нет опыта,40000.0,Другое,Полный день
Орел,Водитель автомобиля категории В,От 3 до 6 лет,28000.0,Водитель,Полный день
Орел,Администратор в школу музыки,Нет опыта,35000.0,Администратор,Сменный график
Орел,Специалист по логистике,Нет опыта,50000.0,"Менеджер по логистике, менеджер по ВЭД",Полный день
Орел,Сотрудник в кафе на подработку,Нет опыта,42000.0,Другое,Гибкий график
Орел,Ученик-стажер,Нет опыта,115000.0,Другое,Полный день
Мценск,Рабочий в электролизный цех,Нет опыта,62000.0,Другое,Полный день
Мценск,Административный помощник,От 1 года до 3 лет,,"Секретарь, помощник руководителя, ассистент",Полный день
Орел,Сборщик заказов на склад в ОЗОН,Нет опыта,110000.0,"Упаковщик, комплектовщик",Вахтовый метод
Орел,"3D-дизайнер (Blender, Rhino, Unreal Engine, Unity)",Нет опыта,40000.0,"Дизайнер, художник",Полный день
Орел,Администратор медицинского центра,Нет опыта,37000.0,Администратор,Сменный график
Орел,Менеджер/администратор по бронированию в сеть апартаментов удаленно,От 1 года до 3 лет,70000.0,Администратор,Сменный график
Орел,Диспетчер ПДО,Нет опыта,52500.0,Диспетчер,Полный день
Ливны,Бухгалтер,От 3 до 6 лет,40000.0,Бухгалтер,Полный день
Орел,Упаковщик,Нет опыта,40000.0,"Упаковщик, комплектовщик",Полный день
Орел,Заместитель генерального директора по элеваторам,От 3 до 6 лет,100000.0,Главный инженер проекта,Полный день
Орел,Руководитель отдела продаж недвижимости,От 3 до 6 лет,100000.0,Руководитель отдела продаж,Полный день
Орел,Помощник руководителя,Нет опыта,40000.0,"Секретарь, помощник руководителя, ассистент",Гибкий график
Орел,Бухгалтер на первичную документацию,От 1 года до 3 лет,40000.0,Бухгалтер,Полный день
Орел,Администратор - менеджер по работе с клиентами,Нет опыта,35000.0,Администратор,Полный день
Орел,Системный администратор,От 1 года до 3 лет,71000.0,Системный администратор,Полный день
Орел,Помощник менеджера по маркетплейсам,Нет опыта,25000.0,Другое,Удаленная работа
Орел,Официант,Нет опыта,40000.0,"Официант, бармен, бариста",Полный день
Орел,Рабочий на производство металлоконструкций в Москву / ВАХТА,Нет опыта,85000.0,Разнорабочий,Полный день
Орел,Секретарь,Нет опыта,21621.0,"Секретарь, помощник руководителя, ассистент",Полный день
Орел,Заместитель начальника юридического отдела,От 1 года до 3 лет,60000.0,Юрисконсульт,Полный день
Орел,Менеджер по продажам нефтепродуктов (Орловская область),От 1 года до 3 лет,100000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Бухгалтер,Нет опыта,20000.0,Бухгалтер,Полный день
Орел,Администратор автосалона,Нет опыта,35000.0,Администратор,Полный день
Орел,Бухгалтер,От 1 года до 3 лет,,Бухгалтер,Полный день
Орел,Комплектовщик лекарств,Нет опыта,75000.0,"Упаковщик, комплектовщик",Вахтовый метод
Орел,Менеджер по работе с маркетплейсами,От 1 года до 3 лет,30000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Оператор 1С-менеджер,От 1 года до 3 лет,32500.0,"Оператор ПК, оператор базы данных",Полный день
Орел,Аудитор отдела внутренних контролей,От 1 года до 3 лет,,Аудитор,Полный день
Орел,Контролер качества,Нет опыта,55000.0,Контролёр ОТК,Сменный график
Ливны,Менеджер в офис банка,Нет опыта,60000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Орел,Помощник продавца флориста,Нет опыта,40000.0,"Продавец-консультант, продавец-кассир",Полный день
Орел,Разнорабочий,Нет опыта,90000.0,Разнорабочий,Гибкий график
Орел,Старший делопроизводитель,Нет опыта,39000.0,"Секретарь, помощник руководителя, ассистент",Полный день
Орел,Бухгалтер,От 1 года до 3 лет,70000.0,Бухгалтер,Полный день
Орел,Логист,От 1 года до 3 лет,40000.0,Другое,Полный день
Орел,Оператор линии (автопроизводство),Нет опыта,208200.0,Другое,Вахтовый метод
Тамбов,Водитель Газели,От 1 года до 3 лет,60000.0,Водитель,Полный день
Тамбов,Рабочий на военный завод,Нет опыта,145000.0,Разнорабочий,Вахтовый метод
Тамбов,Специалист по кадрам,От 3 до 6 лет,60000.0,Специалист по кадрам,Гибкий график
Тамбов,Работник на производство,Нет опыта,67500.0,Разнорабочий,Полный день
Тамбов,Продавец-консультант,Нет опыта,32750.0,"Продавец-консультант, продавец-кассир",Полный день
Тамбов,Специалист по работе с комментариями в социальных сетях,Нет опыта,41154.5,Другое,Полный день
Тамбов,Junior Android разработчик,Нет опыта,60000.0,"Программист, разработчик",Полный день
Тамбов,Стажер,Нет опыта,98000.0,Другое,Гибкий график
Тамбов,Администратор,От 1 года до 3 лет,,Администратор,Полный день
Тамбов,Администратор,Нет опыта,30000.0,Администратор,Полный день
Тамбов,Ведущий специалист по автоматизации,От 1 года до 3 лет,58000.0,Специалист технической поддержки,Полный день
Тамбов,Технический директор,От 3 до 6 лет,,Начальник производства,Полный день
Тамбов,Программист-стажер,Нет опыта,20000.0,"Программист, разработчик",Удаленная работа
Тамбов,Заместитель главного инженера,От 3 до 6 лет,100000.0,Механик,Полный день
Тамбов,Оператор ПК,Нет опыта,25000.0,"Менеджер по логистике, менеджер по ВЭД",Полный день
Тамбов,Специалист по обработке заявок,Нет опыта,45000.0,"Менеджер по продажам, менеджер по работе с клиентами",Сменный график
Тамбов,Менеджер по логистике (удаленно),От 1 года до 3 лет,80000.0,"Менеджер по логистике, менеджер по ВЭД",Удаленная работа
Тамбов,Администратор клиники,От 1 года до 3 лет,,Администратор,Сменный график
Тамбов,Сотрудники в мясной цех по производству корма для кошек,Нет опыта,42500.0,Другое,Полный день
Тамбов,Ведущий бухгалтер,От 3 до 6 лет,60000.0,Бухгалтер,Полный день
Тамбов,Оператор ПК,Нет опыта,34400.0,"Оператор ПК, оператор базы данных",Полный день
Тамбов,Продавец флорист на оптовый склад цветов,Нет опыта,42500.0,"Продавец-консультант, продавец-кассир",Полный день
Тамбов,Руководитель филиала продаж,От 3 до 6 лет,120000.0,Руководитель филиала,Полный день
Тамбов,Специалист по просмотру видеороликов,От 1 года до 3 лет,25000.0,Другое,Удаленная работа
Тамбов,Бухгалтер материального стола,От 3 до 6 лет,55000.0,Бухгалтер,Полный день
Тамбов,Главный инженер,От 3 до 6 лет,100000.0,Главный инженер проекта,Полный день
Тамбов,Оператор цеха сборки,Нет опыта,205000.0,Разнорабочий,Полный день
Тамбов,Продавец-консультант в магазин одежды 365,Нет опыта,45000.0,"Продавец-консультант, продавец-кассир",Полный день
Тамбов,Начинающий специалист,Нет опыта,50000.0,Другое,Полный день
Тамбов,Курьер,Нет опыта,154000.0,Другое,Гибкий график
Тамбов,Медицинский регистратор в call-центр,Нет опыта,41000.0,"Оператор call-центра, специалист контактного центра",Полный день
Тамбов,Стажёр,Нет опыта,55000.0,Другое,Полный день
Тамбов,Менеджер интернет-магазина,Нет опыта,37500.0,Координатор отдела продаж,Удаленная работа
Тамбов,Стажер-тестировщик,Нет опыта,,Тестировщик,Полный день
Тамбов,PHP-разработчик,От 3 до 6 лет,,"Программист, разработчик",Удаленная работа
Тамбов,"Сервисный инженер технической поддержки ( удалённо),г. Тамбов",Нет опыта,65000.0,"Сервисный инженер, инженер-механик",Сменный график
Тамбов,Разнорабочий на мясное производство,Нет опыта,135000.0,Разнорабочий,Вахтовый метод
Тамбов,Системный администратор,От 1 года до 3 лет,,Системный администратор,Полный день
Тамбов,Начальник отдела в сфере благоустройства,Нет опыта,53200.0,Другое,Полный день
Тамбов,"Специалист по вводу данных (Тамбов, удаленно )",Нет опыта,25500.0,"Оператор ПК, оператор базы данных",Удаленная работа
Рассказово,Администратор-кассир,Нет опыта,33150.0,Кассир-операционист,Полный день
Тамбов,Разнорабочий в питомник для растений,Нет опыта,122500.0,Разнорабочий,Полный день
Тамбов,Менеджер по продажам (СРОЧНО!),Нет опыта,100000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тамбов,Специалист отдела организации и размещения заказа,Нет опыта,50000.0,Менеджер по закупкам,Полный день
Тамбов,Водитель автомобиля,От 1 года до 3 лет,70000.0,Водитель,Полный день
Тамбов,Водитель категории B,От 1 года до 3 лет,65000.0,Водитель,Полный день
Тамбов,"Сканировщик на пункт выдачи заказов (подработка от 1 часа, утро/день/вечер)",Нет опыта,93400.0,Другое,Гибкий график
Тамбов,Младший специалист по финансовой работе,Нет опыта,30000.0,Другое,Полный день
Тамбов,Рабочий на производство,Нет опыта,49000.0,Разнорабочий,Полный день
Тамбов,Специалист отдела верификации,Нет опыта,45000.0,Другое,Удаленная работа
Тамбов,"Водитель категории В,С на межгород",От 1 года до 3 лет,65000.0,Водитель,Полный день
Тамбов,Водитель-экспедитор автомобиля,От 1 года до 3 лет,52500.0,Водитель,Полный день
Тамбов,Геодезист,От 3 до 6 лет,275000.0,Геодезист,Полный день
Тамбов,Редактор в журнал А У НАС НА СЕЛЕ,Нет опыта,35000.0,"Копирайтер, редактор, корректор",Удаленная работа
Тамбов,Архивариус,От 1 года до 3 лет,27000.0,"Делопроизводитель, архивариус",Полный день
Тамбов,Сотрудник пункта выдачи заказов WILDBERRIES,Нет опыта,19000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тамбов,Рабочий на производство автомобилей,Нет опыта,90000.0,Разнорабочий,Вахтовый метод
Тамбов,Оформитель документов,Нет опыта,44000.0,"Делопроизводитель, архивариус",Полный день
Тамбов,Junior Data Scientist,От 1 года до 3 лет,80000.0,Аналитик,Удаленная работа
Тамбов,Промывщик деталей,Нет опыта,40000.0,Лаборант,Полный день
Тамбов,Менеджер в типографию удаленно,Нет опыта,50000.0,"Швея, портной, закройщик",Полный день
Тамбов,Помощник менеджера,Нет опыта,60000.0,"Секретарь, помощник руководителя, ассистент",Полный день
Мичуринск,Специалист по управлению персоналом и аудиту,От 1 года до 3 лет,50000.0,Специалист по кадрам,Полный день
Тамбов,Коммерческий директор,От 1 года до 3 лет,,Руководитель отдела продаж,Полный день
Тамбов,Middle Frontend-разработчик,От 1 года до 3 лет,,"Программист, разработчик",Удаленная работа
Тамбов,Помощник руководителя,От 3 до 6 лет,,"Секретарь, помощник руководителя, ассистент",Полный день
Жердевка,Специалист отдела управления персоналом,Нет опыта,43500.0,Менеджер по персоналу,Полный день
Тамбов,"Сканировщик на пункт выдачи заказов (подработка от 1 часа, утро/день/вечер)",Нет опыта,93400.0,Другое,Гибкий график
Тамбов,Заместитель директора сельскохозяйственного предприятия (кадровый резерв),От 1 года до 3 лет,,Агроном,Полный день
Тамбов,SMM маркетолог,Нет опыта,70000.0,"SMM-менеджер, контент-менеджер",Полный день
Тамбов,Сотрудник на производство,Нет опыта,50000.0,Другое,Полный день
Тамбов,Инженер-энергетик,От 3 до 6 лет,97000.0,"Инженер-энергетик, инженер-электрик",Полный день
Тамбов,Водитель категории B на автомобиль Газель,Нет опыта,60000.0,Водитель,Полный день
Тамбов,Специалист по продажам,Нет опыта,45000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тамбов,Начальник юридического отдела,От 1 года до 3 лет,70000.0,Юрисконсульт,Полный день
Тамбов,Контролер по выпуску автотранспорта,Нет опыта,,Другое,Полный день
Тамбов,Финансовый аналитик,От 1 года до 3 лет,,Экономист,Удаленная работа
Тамбов,Администратор гостиницы (село Териберка),От 1 года до 3 лет,110000.0,Менеджер по туризму,Полный день
Тамбов,"Smm специалист, контент мейкер",Нет опыта,25000.0,"SMM-менеджер, контент-менеджер",Гибкий график
Тамбов,Сотрудник в кафе на подработку,Нет опыта,42000.0,Другое,Гибкий график
Тамбов,Бизнес-ассистент,Нет опыта,38000.0,"Секретарь, помощник руководителя, ассистент",Полный день
Тамбов,Помощник бухгалтера,От 1 года до 3 лет,30000.0,Бухгалтер,Гибкий график
Тамбов,Сборщик специзделий,Нет опыта,80000.0,Другое,Сменный график
Рассказово,Специалист по кадрам,От 3 до 6 лет,60000.0,Специалист по кадрам,Гибкий график
Тамбов,Консультант службы заботы (чаты),Нет опыта,48450.0,"Оператор call-центра, специалист контактного центра",Полный день
Тамбов,Водитель категории C,От 1 года до 3 лет,150000.0,Водитель,Полный день
Тамбов,Лаборант физико-химических и механических испытаний,Нет опыта,30000.0,Лаборант,Сменный график
Тамбов,Менеджер направления (можно без опыта),Нет опыта,50000.0,Менеджер по работе с партнерами,Полный день
Тамбов,Упаковщица/фасовщица (упаковщик/фасовщик),Нет опыта,37000.0,"Упаковщик, комплектовщик",Полный день
Тамбов,Персональный водитель руководителя,Более 6 лет,50000.0,Водитель,Полный день
Тамбов,Курьер,Нет опыта,96750.0,Курьер,Гибкий график
Тамбов,Менеджер по документообороту / Делопроизводитель,От 1 года до 3 лет,50000.0,"Делопроизводитель, архивариус",Полный день
Тамбов,Оператор ПК,Нет опыта,40000.0,"Менеджер по продажам, менеджер по работе с клиентами",Удаленная работа
Тамбов,Специалист по работе с клиентами,Нет опыта,30000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тамбов,Администратор медицинского центра / медицинский регистратор,Нет опыта,37000.0,Администратор,Сменный график
Тамбов,Менеджер маркетплейс / менеджер по работе с WB,От 1 года до 3 лет,45000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Строитель (Тамбовская область),Заместитель главного инженера,От 3 до 6 лет,150000.0,Другое,Полный день
Тамбов,Логист,Нет опыта,80000.0,"Менеджер по логистике, менеджер по ВЭД",Полный день
Тамбов,SEO-оптимизатор (middle/senior),От 1 года до 3 лет,115000.0,"Менеджер по маркетингу, интернет-маркетолог",Удаленная работа
Тамбов,Менеджер по строительству магазинов Ярче!,От 1 года до 3 лет,120000.0,Руководитель строительного проекта,Полный день
Тула,Исполнительный директор,Более 6 лет,200000.0,"Генеральный директор, исполнительный директор (CEO)",Полный день
Новомосковск (Тульская область),Рабочий на завод,Нет опыта,140000.0,Разнорабочий,Вахтовый метод
Донской,Оператор учёта,Нет опыта,40000.0,"Оператор ПК, оператор базы данных",Полный день
Тула,Веб-разработчик (junior),Нет опыта,50000.0,"Программист, разработчик",Полный день
Тула,Бухгалтер,От 1 года до 3 лет,70000.0,Бухгалтер,Полный день
Тула,Специалист службы безопасности,От 1 года до 3 лет,80000.0,Специалист службы безопасности,Полный день
Тула,Верстальщик,От 1 года до 3 лет,70000.0,"Программист, разработчик",Удаленная работа
Тула,Ученик литейного производства,Нет опыта,70000.0,Другое,Полный день
Тула,Ведущий специалист БСЗС,От 3 до 6 лет,83800.0,Другое,Полный день
Тула,Региональный менеджер по работе с недвижимостью,Нет опыта,100000.0,Агент по недвижимости,Полный день
Тула,Начальник бригады,От 3 до 6 лет,300000.0,"Начальник смены, мастер участка",Полный день
Новомосковск (Тульская область),Cпециалист по складу,Нет опыта,52000.0,Кладовщик,Полный день
Тула,Специалист финансового отдела,От 1 года до 3 лет,80000.0,Финансовый менеджер,Полный день
Тула,Управляющий поместьем,От 1 года до 3 лет,75000.0,Другое,Полный день
Тула,Front-end React разработчик,От 3 до 6 лет,,"Программист, разработчик",Полный день
Тула,Водитель легкового автомобиля,От 1 года до 3 лет,43000.0,Водитель,Полный день
Тула,Судебный юрист - удаленная работа со свободным графиком в Туле,От 3 до 6 лет,,Юрист,Удаленная работа
Тула,Водитель категории В,Нет опыта,75000.0,Водитель,Полный день
Алексин,Оператор дистанционного пульта управления,От 1 года до 3 лет,89000.0,Инженер по эксплуатации,Полный день
Тула,Сотрудник в канцелярию,Нет опыта,42000.0,"Делопроизводитель, архивариус",Полный день
Тула,Инспектор отдела материально-технического обеспечения СУ СК России по Тульской области,Нет опыта,75000.0,Юрист,Полный день
Тула,Водитель,От 1 года до 3 лет,80000.0,Водитель,Полный день
Новомосковск (Тульская область),Менеджер по продажам,Нет опыта,50000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тула,Менеджер проекта,От 1 года до 3 лет,100000.0,Руководитель проектов,Полный день
Новомосковск (Тульская область),Водитель легкового автомобиля,От 3 до 6 лет,69600.0,Водитель,Полный день
Тула,Операционный директор,От 3 до 6 лет,250000.0,Операционный директор (COO),Полный день
Новомосковск (Тульская область),Младший специалист,Нет опыта,,Менеджер по закупкам,Полный день
Новомосковск (Тульская область),Оператор ПК,Нет опыта,40000.0,"Оператор ПК, оператор базы данных",Полный день
Новомосковск (Тульская область),"Специалист по охране труда и промышленной безопасности (п. Волово, Тульская обл.)",От 1 года до 3 лет,,"Инженер по охране труда и технике безопасности, инженер-эколог",Полный день
Тула,QA engineer,От 1 года до 3 лет,,Тестировщик,Полный день
Тула,Стажер,Нет опыта,98000.0,Другое,Гибкий график
Тула,Бухгалтер,От 3 до 6 лет,60000.0,Бухгалтер,Полный день
Новомосковск (Тульская область),Водитель автомобиля,Нет опыта,80000.0,Водитель,Полный день
Тула,Специалист приемной комиссии,Нет опыта,50000.0,Другое,Полный день
Тула,Ученик оператора станков с ЧПУ,Нет опыта,90000.0,Оператор станков с ЧПУ,Сменный график
Тула,Младший инженер на производство,От 1 года до 3 лет,130000.0,Оператор производственной линии,Сменный график
Тула,Администратор учебного центра,Нет опыта,35000.0,Администратор,Полный день
Тула,Сварщик без опыта. ВАХТА,Нет опыта,204750.0,Сварщик,Вахтовый метод
Щекино,Оператор дистанционного пульта управления,От 1 года до 3 лет,99500.0,Оператор производственной линии,Сменный график
Тула,Оператор сверлильно-присадочного станка с ЧПУ,Нет опыта,90000.0,Оператор станков с ЧПУ,Сменный график
Тула,Рабочий на производство,Нет опыта,204000.0,Разнорабочий,Вахтовый метод
Донской,Оператор литейщик на автоматах и автоматических линиях,Нет опыта,48000.0,Оператор производственной линии,Сменный график
Тула,Кассир,От 3 до 6 лет,44000.0,Кассир-операционист,Гибкий график
Тула,Комплектовщик,Нет опыта,65000.0,"Упаковщик, комплектовщик",Сменный график
Тула,Прораб,От 1 года до 3 лет,190000.0,"Прораб, мастер СМР",Полный день
Алексин,Комплектовщик Ozon Community,Нет опыта,150000.0,"Упаковщик, комплектовщик",Вахтовый метод
Тула,Junior web-дизайнер,Нет опыта,50000.0,"Дизайнер, художник",Полный день
Тула,Cпециалист ОТиЗ,От 1 года до 3 лет,70000.0,Экономист,Полный день
Тула,Офис-менеджер,От 1 года до 3 лет,45988.5,Офис-менеджер,Полный день
Тула,Специалист по документационной работе,Нет опыта,47000.0,"Делопроизводитель, архивариус",Полный день
Тула,Начальник отдела АХО,От 3 до 6 лет,80000.0,Менеджер/руководитель АХО,Полный день
Тула,Оператор-водитель,Нет опыта,100000.0,Водитель,Полный день
Тула,Инженер-конструктор,От 1 года до 3 лет,135000.0,"Инженер-конструктор, инженер-проектировщик",Полный день
Тула,Начальник отдела кадров,От 3 до 6 лет,,Руководитель отдела персонала,Полный день
Тула,Переводчик-аналитик,Нет опыта,47000.0,Переводчик,Полный день
Тула,Региональный представитель,От 3 до 6 лет,185000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тула,C# developer,От 1 года до 3 лет,60000.0,"Программист, разработчик",Удаленная работа
Новомосковск (Тульская область),Координатор по транспорту в административный отдел,От 1 года до 3 лет,,"Менеджер по логистике, менеджер по ВЭД",Полный день
Тула,Ученик оператора станков с ЧПУ,Нет опыта,53750.0,Оператор станков с ЧПУ,Сменный график
Тула,Администратор салона красоты,Нет опыта,77500.0,Администратор,Полный день
Тула,Сервисный инженер сельскохозяйственной техники,Нет опыта,90000.0,"Сервисный инженер, инженер-механик",Полный день
Тула,Волк с Дзержинского-стрит,Нет опыта,90000.0,Другое,Полный день
Узловая,Кладовщик на склад одежды,Нет опыта,50000.0,Кладовщик,Полный день
Алексин,Администратор,Нет опыта,37500.0,Администратор,Полный день
Тула,Бариста Бабл Ти,Нет опыта,60000.0,Другое,Сменный график
Тула,Главный бухгалтер,От 3 до 6 лет,120000.0,Бухгалтер,Полный день
Тула,Администратор,Нет опыта,40000.0,Администратор,Полный день
Тула,Монтажник радиоэлектронной аппаратуры и приборов,Нет опыта,145000.0,"Сервисный инженер, инженер-механик",Полный день
Тула,Сборщик на оборонный завод,Нет опыта,113600.0,Разнорабочий,Вахтовый метод
Тула,"Сотрудник на свободный график (От 2,3,4 часов в день)",Нет опыта,154000.0,Другое,Гибкий график
Тула,Помощник флориста,Нет опыта,40000.0,Другое,Полный день
Тула,Консультант/юрисконсульт,От 3 до 6 лет,40000.0,Юрист,Полный день
Тула,Специалист по кадровому делопроизводству,От 1 года до 3 лет,70000.0,Специалист по кадрам,Полный день
Тула,Инспектор по кадрам,От 1 года до 3 лет,40000.0,Специалист по кадрам,Полный день
Тула,Инженер по качеству (РЭА),От 1 года до 3 лет,70000.0,Инженер по качеству,Полный день
Тула,Рерайтер,От 1 года до 3 лет,45000.0,"Копирайтер, редактор, корректор",Удаленная работа
Тула,"Химик-лаборант, лаборант-исследователь",От 1 года до 3 лет,60000.0,"Научный специалист, исследователь",Полный день
Тула,Оператор станков с ЧПУ,От 1 года до 3 лет,207500.0,Оператор станков с ЧПУ,Сменный график
Тула,Менеджер отдела продаж (входящие заявки),Нет опыта,125000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тула,Ведущий менеджер по работе с маркетплейсами,От 1 года до 3 лет,80000.0,"Менеджер по продажам, менеджер по работе с клиентами",Удаленная работа
Тула,Главный бухгалтер,От 3 до 6 лет,120000.0,Бухгалтер,Полный день
Тула,Офис-менеджер,От 1 года до 3 лет,80000.0,Офис-менеджер,Полный день
Узловая,Техник по испытаниям автомобиля,Нет опыта,60000.0,"Автослесарь, автомеханик",Полный день
Тула,Дизайнер,От 1 года до 3 лет,50000.0,"Дизайнер, художник",Полный день
Тула,Воспитатель,Нет опыта,45000.0,"Воспитатель, няня",Сменный график
Тула,Педагог психолог,От 1 года до 3 лет,30000.0,Психолог,Полный день
Тула,"Водитель (категории В, С)",От 1 года до 3 лет,,Водитель,Полный день
Тула,Супервайзер,От 1 года до 3 лет,115000.0,Супервайзер,Полный день
Тула,Видеограф/Контент-менеджер,От 1 года до 3 лет,50000.0,"Видеооператор, видеомонтажер",Полный день
Тула,Экономист отдела планирования и контроля поставок,Нет опыта,,Экономист,Полный день
Тула,Менеджер по снабжению-логист,Более 6 лет,80000.0,Другое,Полный день
Тула,Оператор ПК складского учета,От 1 года до 3 лет,50500.0,"Оператор ПК, оператор базы данных",Полный день
Тула,Монтажник радиоэлектронной аппаратуры и приборов/Ученик,Нет опыта,73500.0,Монтажник,Полный день
Тула,Специалист по кадрам,От 1 года до 3 лет,70000.0,Специалист по кадрам,Полный день
Тула,Менеджер WildBerries / Менеджер ВБ / Менеджер по работе на маркетплейсах,Нет опыта,50000.0,Другое,Удаленная работа
Тула,Стрелок-испытатель,От 1 года до 3 лет,45165.0,Другое,Полный день
Тула,Менеджер по сопровождению текущих клиентов (аккаунт-менеджер),От 1 года до 3 лет,120000.0,"Менеджер по продажам, менеджер по работе с клиентами",Удаленная работа
Тула,Психолог доабортного консультирования в женских консультациях г. Тулы,От 1 года до 3 лет,,Другое,Полный день
Тула,Специалист по обработке заявок,Нет опыта,45000.0,"Менеджер по продажам, менеджер по работе с клиентами",Сменный график
Тула,"Упаковщик/комплектовщик чая и конфет, Тула",Нет опыта,123500.0,Другое,Вахтовый метод
Астрахань,Юрисконсульт,От 3 до 6 лет,61400.5,Юрисконсульт,Полный день
Астрахань,Рабочий на военный завод,Нет опыта,145000.0,Разнорабочий,Вахтовый метод
Астрахань,Разнорабочий в Аэропорт,Нет опыта,200000.0,"Упаковщик, комплектовщик",Вахтовый метод
Астрахань,Бухгалтер,От 1 года до 3 лет,60000.0,Бухгалтер,Полный день
Астрахань,Рабочий на завод,Нет опыта,140000.0,Разнорабочий,Вахтовый метод
Астрахань,Специалист по просмотру видеороликов,Нет опыта,25000.0,Другое,Удаленная работа
